year,file_name,employee_num
2016,1367920_000136792017000009_cnce201610-k.htm.txt,69
2016,1662645_000114420417018164_v462760_10k.htm.txt,0
2016,1591670_000155837017000878_fpi-20161231x10k.htm.txt,18
2016,1350156_000126246316001030_paxh2016k.htm.txt,0
2016,1131324_000155837017001836_ghdx-20161231x10k.htm.txt,846
2016,1100682_000110068217000003_crl1231201610-k.htm.txt,11000
2016,100493_000010049316000281_tsn201610kq4.htm.txt,114000
2016,1564902_000156459017003001_seas-10k_20161231.htm.txt,13000
2016,352955_000143774917005215_ckx20161231_10k.htm.txt,3
2016,75677_000007567717000004_pkg1231201610k.htm.txt,14000
2016,898171_000156459017003073_uwhr-10k_20161231.htm.txt,162
2016,807863_000156459016030084_mitk-10k_20160930.htm.txt,117
2016,794172_000119312516779250_d270799d10k.htm.txt,440
2016,825542_000154638016000078_smg930201610k.htm.txt,6500
2016,1326110_000156459017004430_nk-10k_20161231.htm.txt,82
2016,1089511_000119312517085233_d480076d10k.htm.txt,629
2016,1456772_000145677217000010_gov_123116x10kdocument.htm.txt,450
2016,319016_000156459017004799_fzmd-10k_20161231.htm.txt,2
2016,1131227_000113122717000006_hos10k12312016.htm.txt,797
2016,1360604_000136060417000022_hta2016123110-k.htm.txt,214
2016,1493212_000138713119002565_plsi-10k_022817.htm.txt,3
2016,1394108_000155479517000206_ajgh0509form10k.htm.txt,15
2016,1043219_000115752317000612_a51512528.htm.txt,41
2016,1048055_000143774917004679_physical20161231_10k.htm.txt,2
2016,319458_000143774917005773_ensv20161231_10k.htm.txt,204
2016,1403256_000140325617000040_ozm-10xkx4q2016.htm.txt,524
2016,1426506_000114420417017689_v461782_10k.htm.txt,0
2016,918580_000114420417016491_v461662_10k.htm.txt,730
2016,1178711_000156459017003144_prtk-10k_20161231.htm.txt,50
2016,808362_000080836217000006_fiscalyear2016form10-k.htm.txt,33000
2016,1674416_000156459017003977_crsp-10k_20161231.htm.txt,93
2016,1324772_000162828016019998_apic201610-k.htm.txt,374
2016,1059556_000119312517054522_d330369d10k.htm.txt,4
2016,36270_000156459017002016_mtb-10k_20161231.htm.txt,16000
2016,1052354_000119312517101804_d531603d10k.htm.txt,0
2016,1617669_000161766917000006_ufab111710-k.htm.txt,913
2016,795403_000155837017000970_wts-20161231x10k.htm.txt,4800
2016,1376231_000158095717000309_jobi121610k.htm.txt,19
2016,1058290_000105829017000008_ctsh20161231-10k.htm.txt,260200
2016,1580836_000121390016015399_f10k2016_lvyuangreenbuild.htm.txt,0
2016,1485029_000144586617000478_nahd_10k.htm.txt,0
2016,1621563_000155837017001167_sum-20161231x10k.htm.txt,5000
2016,1304280_000130428017000021_nvl-0331201710xk.htm.txt,350
2016,717954_000143774916040348_unf20161014_10k.htm.txt,13000
2016,1060219_000155479517000135_sal0313form10k.htm.txt,159
2016,1567345_000104746917001630_a2231257z10-k.htm.txt,294
